B1,B2,B3,Y
0.666792630808664,1,-0.33331339791553,1
1,1,1,1
1,1,0.865251343702382,1
1,1,-0.812150387826743,1
1,1,-0.00292663496470003,1
1,1,-0.812150387826743,1
1,0.393809432316928,0.298033158936404,1
1,1,1,1
0.795694836971568,1,0.0507773579856181,1
0.742195587674192,1,0.621712696502238,1
1,1,1,1
1,1,0.572856865491428,1
1,1,-0.00292663496470003,1
0.871097793837096,0.78125685700996,-0.0467523996358979,1
1,1,0.148128684003778,1
0.795694836971568,1,-0.33331339791553,1
1,1,-0.33331339791553,1
0.70069834601739,1,0.786428432745714,1
1,1,0.651679776448098,1
0.70069834601739,1,1,1
0.344214815991034,1,0.188494029464402,1
1,1,0.125231518388056,1
1,1,-1,1
1,1,0.125231518388056,1
1,1,-0.33331339791553,1
0.795694836971568,1,-0.33331339791553,1
0.795694836971568,1,0.243425393004476,1
0.795694836971568,0.679547087680976,-0.33331339791553,1
1,1,-0.812150387826743,1
1,1,-0.33331339791553,1
1,1,-0.0787471508270861,1
1,0.723976885395696,-0.185035720913114,1
1,1,1,1
1,1,1,1
1,0.723976885395696,0.786428432745714,1
1,1,1,1
1,0.723976885395696,-0.33331339791553,1
0.613293381511288,0.861988442697848,-0.33331339791553,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.795694836971568,1,-0.33331339791553,1
1,1,0.160675051134202,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,-0.33331339791553,1
0.523005156558778,0.723976885395696,0.0792772519619001,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.613293381511288,1,1,1
-0.910109316552297,-0.660941346643608,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
1,1,1,1
1,0.723976885395696,1,1
1,0.723976885395696,-0.0467523996358979,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,1,1
0.795694836971568,1,-0.5154831833748,1
1,1,0.730502687404766,1
1,1,1,1
1,0.861988442697848,-0.33331339791553,1
-0.419191198254226,1,-0.00292663496470003,1
0.373795532230596,1,-0.33331339791553,1
0.795694836971568,1,-0.33331339791553,1
0.795694836971568,1,-0.33331339791553,1
1,1,0.473551741939958,1
1,1,1,1
1,1,0.865251343702382,1
0.795694836971568,1,0.786428432745714,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,1,1
0.484391175348382,1,-0.33331339791553,1
0.871097793837096,1,0.268818115588778,1
0.554071632287946,0.723976885395696,1,1
1,1,0.687123309194244,1
1,1,0.41762599659901,1
1,1,0.687123309194244,1
0.666792630808664,1,-0.00292663496470003,1
0.666792630808664,1,-0.33331339791553,1
0.666792630808664,1,-0.33331339791553,1
1,1,-0.00292663496470003,1
0.484391175348382,0.723976885395696,-0.33331339791553,1
0.484391175348382,0.723976885395696,-0.33331339791553,1
1,1,-0.00292663496470003,1
1,1,0.730502687404766,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
0.742195587674192,1,-0.33331339791553,1
0.523005156558778,1,1,1
0.523005156558778,1,1,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,-1,1
1,1,0.687123309194244,1
1,1,0.125231518388056,1
1,1,-0.33331339791553,1
0.151183806157048,1,-0.33331339791553,1
0.433820594036056,1,-0.33331339791553,1
1,1,-0.33331339791553,1
0.742195587674192,1,0.0507773579856181,1
0.742195587674192,1,-0.0467523996358979,1
1,0.679547087680976,-0.33331339791553,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,0.651679776448098,1
1,1,-0.33331339791553,1
0.408988218482856,1,0.786428432745714,1
1,1,0.865251343702382,1
1,1,0.865251343702382,1
0.666792630808664,1,-0.00292663496470003,1
1,1,1,1
1,1,1,1
0.0332533192731921,0.723976885395696,-0.00292663496470003,1
1,1,1,1
1,1,1,1
-0.910109316552297,-0.660941346643608,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.613293381511288,0.723976885395696,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,0.786428432745714,1
0.473117022153938,1,-0.00292663496470003,1
0.795694836971568,0.679547087680976,-0.0467523996358979,1
0.795694836971568,0.723976885395696,-0.464455249116322,1
1,1,-0.33331339791553,1
1,1,0.865251343702382,1
1,1,1,1
1,1,0.865251343702382,1
0.795694836971568,1,1,1
1,1,-0.33331339791553,1
1,1,0.730502687404766,1
1,1,0.730502687404766,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,0.0507773579856181,1
1,1,-0.812150387826743,1
0.871097793837096,1,-1,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
0.666792630808664,1,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,0.314471218177462,1
0.871097793837096,0.679547087680976,-0.180158809739016,1
1,0.679547087680976,0.865251343702382,1
1,0.861988442697848,0.687123309194244,1
1,1,1,1
1,1,0.486964040204622,1
1,1,-1,1
1,0.861988442697848,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,0.314471218177462,1
0.304918387873152,1,0.0792772519619001,1
0.304918387873152,1,1,1
0.304918387873152,1,0.730502687404766,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
0.554071632287946,1,1,1
0.742195587674192,1,-0.11892329800688,1
1,1,-0.185035720913114,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
0.484391175348382,1,0.0208102780397581,1
0.795694836971568,1,-0.00292663496470003,1
0.795694836971568,1,-0.00292663496470003,1
1,1,0.359285298237142,1
0.871097793837096,1,1,1
0.666792630808664,1,1,1
1,1,1,1
1,1,0.621712696502238,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,-0.00292663496470003,1
0.666792630808664,1,-0.33331339791553,1
1,1,-0.00292663496470003,1
1,1,0.0507773579856181,1
1,1,0.0507773579856181,1
1,1,0.314471218177462,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,0.473551741939958,1
1,1,-0.33331339791553,1
0.70069834601739,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,-0.00292663496470003,1
0.666792630808664,1,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,0.160675051134202,1
0.666792630808664,1,-0.00292663496470003,1
0.666792630808664,1,-0.00292663496470003,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,1,1
1,1,0.786428432745714,1
0.742195587674192,0.861988442697848,-0.33331339791553,1
1,1,0.438108209193812,1
0.666792630808664,1,0.473551741939958,1
1,1,0.865251343702382,1
1,1,1,1
1,1,0.621712696502238,1
1,1,0.0507773579856181,1
0.373795532230596,1,0.0507773579856181,1
0.795694836971568,1,0.0507773579856181,1
0.795694836971568,1,-0.33331339791553,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,-1,1
0.795694836971568,1,-0.00292663496470003,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
0.871097793837096,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,1,1
0.795694836971568,1,0.160675051134202,1
0.795694836971568,1,1,1
0.666792630808664,1,-0.33331339791553,1
0.795694836971568,0.723976885395696,-0.33331339791553,1
0.871097793837096,1,0.865251343702382,1
0.871097793837096,1,0.865251343702382,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
-0.910109316552297,-0.660941346643608,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.613293381511288,1,-0.00292663496470003,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,0.41762599659901,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,1,1
-0.910109316552297,-0.660941346643608,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
0.613293381511288,1,0.125231518388056,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,0.723976885395696,1,1
0.666792630808664,1,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,-0.185035720913114,1
1,1,-0.02104835276864,1
1,1,-0.185035720913114,1
0.292088019960528,0.861988442697848,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,0.861988442697848,-0.33331339791553,1
0.484391175348382,1,0.125231518388056,1
1,1,0.786428432745714,1
0.268811859125508,1,0.125231518388056,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
-0.910109316552297,-0.660941346643608,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
1,1,1,1
0.523005156558778,1,-0.33331339791553,1
1,0.723976885395696,0.865251343702382,1
0.795694836971568,1,0.160675051134202,1
0.795694836971568,1,0.160675051134202,1
0.795694836971568,1,-0.00292663496470003,1
0.795694836971568,1,0.160675051134202,1
1,1,-0.812150387826743,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.585965328093544,-0.33331339791553,1
1,1,0.786428432745714,1
1,0.861988442697848,0.224536641939526,1
1,1,0.687123309194244,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
0.638125757064486,1,0.473551741939958,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
-0.910109316552297,-0.660941346643608,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.638125757064486,1,1,1
1,1,1,1
0.613293381511288,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.571796139854486,1,-0.00292663496470003,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
0.145461306231084,1,-0.33331339791553,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.871097793837096,1,0.533846237835136,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.613293381511288,1,0.473551741939958,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.795694836971568,0.679547087680976,-0.33331339791553,1
0.591389673943138,1,1,1
0.53789042464576,1,-1,1
0.523005156558778,1,0.224536641939526,1
1,1,1,1
1,1,1,1
1,1,0.110670612833902,1
0.21531260982813,1,0.786428432745714,1
0.871097793837096,1,0.865251343702382,1
0.871097793837096,1,0.125231518388056,1
0.871097793837096,1,0.314471218177462,1
0.871097793837096,1,0.730502687404766,1
1,0.723976885395696,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,0.314471218177462,1
1,1,1,1
0.40139669203478,1,0.125231518388056,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,0.865251343702382,1
1,1,0.786428432745714,1
1,1,1,1
0.523005156558778,1,-0.33331339791553,1
0.523005156558778,1,-0.33331339791553,1
0.871097793837096,1,-0.0467523996358979,1
1,1,-0.33331339791553,1
1,0.861988442697848,-0.33331339791553,1
1,0.78125685700996,1,1
1,1,-1,1
1,1,-0.33331339791553,1
0.268811859125508,0.861988442697848,0.0208102780397581,1
0.047113975547344,0.861988442697848,-0.33331339791553,1
1,0.78125685700996,0.314471218177462,1
1,1,1,1
1,1,1,1
1,1,1,1
0.795694836971568,1,-0.33331339791553,1
1,1,-0.33331339791553,1
0.795694836971568,1,0.314471218177462,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,0.110670612833902,1
1,1,1,1
1,1,0.110670612833902,1
0.638125757064486,0.679547087680976,1,1
1,0.329542477518186,1,1
1,1,-1,1
1,1,-0.00292663496470003,1
1,1,0.786428432745714,1
1,1,0.0507773579856181,1
1,1,0.0507773579856181,1
1,1,0.501370720270158,1
1,1,0.730502687404766,1
1,1,1,1
1,1,0.0792772519619001,1
1,1,-0.33331339791553,1
1,1,1,1
0.571796139854486,1,1,1
0.613293381511288,1,1,1
0.795694836971568,1,-0.11892329800688,1
0.795694836971568,1,-0.11892329800688,1
0.795694836971568,1,-0.33331339791553,1
0.70069834601739,0.723976885395696,-0.464455249116322,1
0.70069834601739,0.679547087680976,-0.33331339791553,1
0.394102950395874,1,0.786428432745714,1
1,1,1,1
1,1,0.730502687404766,1
1,1,0.730502687404766,1
1,1,0.730502687404766,1
1,1,0.730502687404766,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,0.730502687404766,1
0.742195587674192,0.723976885395696,-0.33331339791553,1
1,1,0.865251343702382,1
1,1,-0.33331339791553,1
1,1,0.125231518388056,1
1,1,-0.00292663496470003,1
0.742195587674192,0.723976885395696,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,0.865251343702382,1
1,1,-0.33331339791553,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
-0.910109316552297,-0.660941346643608,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
0.613293381511288,0.723976885395696,-0.00292663496470003,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,0.786428432745714,1
1,1,0.865251343702382,1
0.304918387873152,1,-0.00292663496470003,1
1,0.541535530378824,0.865251343702382,1
1,0.541535530378824,-0.33331339791553,1
0.666792630808664,1,0.621712696502238,1
0.795694836971568,1,-0.00292663496470003,1
1,1,1,1
0.795694836971568,1,0.865251343702382,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
0.304918387873152,1,-0.00292663496470003,1
0.871097793837096,1,0.621712696502238,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
-0.910109316552297,-0.660941346643608,-0.812150387826743,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
0.613293381511288,0.723976885395696,1,1
0.613293381511288,1,1,1
0.871097793837096,1,1,1
0.613293381511288,1,1,1
0.613293381511288,1,1,1
0.613293381511288,0.723976885395696,1,1
0.613293381511288,1,1,1
0.613293381511288,0.723976885395696,1,1
0.613293381511288,1,1,1
0.613293381511288,0.723976885395696,1,1
0.613293381511288,0.723976885395696,1,1
0.871097793837096,1,1,1
1,0.723976885395696,0.44921987447508,1
1,1,-0.00292663496470003,1
0.742195587674192,1,-0.33331339791553,1
0.742195587674192,1,-0.33331339791553,1
0.795694836971568,1,0.786428432745714,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,-0.0787471508270861,1
1,1,-0.33331339791553,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,0.865251343702382,1
0.666792630808664,1,-0.33331339791553,1
0.795694836971568,1,0.501370720270158,1
1,1,1,1
0.871097793837096,1,-0.00292663496470003,1
0.666792630808664,1,-0.00292663496470003,1
0.666792630808664,1,-0.00292663496470003,1
1,1,0.786428432745714,1
0.0332533192731921,1,0.651679776448098,1
0.151183806157048,1,0.786428432745714,1
1,1,0.572856865491428,1
1,1,0.0507773579856181,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,-0.33331339791553,1
1,1,-0.00292663496470003,1
1,1,0.621712696502238,1
1,1,0.0507773579856181,1
1,1,0.0507773579856181,1
1,1,0.0507773579856181,1
1,0.679547087680976,0.118857136886474,1
1,1,-0.00292663496470003,1
0.35548896918548,1,0.0507773579856181,1
0.35548896918548,1,0.0507773579856181,1
0.35548896918548,1,0.0507773579856181,1
0.35548896918548,1,0.0507773579856181,1
1,1,-0.33331339791553,1
1,1,1,1
1,1,0.473551741939958,1
1,0.723976885395696,-0.33331339791553,1
1,0.723976885395696,-0.33331339791553,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
0.613293381511288,1,1,1
-0.910109316552297,-0.660941346643608,-0.00292663496470003,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
0.613293381511288,1,0.473551741939958,1
1,1,1,1
1,0.723976885395696,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,0.0850721689514839,1,1
